Abgliophragma setosum
Cortinarius caesiostramineus
Cortinarius cagei
Cortinarius calaisopus
Cortinarius calcareophilus
Cortinarius calcialpinus
Cortinarius caledoniensis
Cortinarius californicus
Cortinarius caligatus
Cortinarius caliginosus
Cortinarius callimorphus
Cortinarius callisteus
Cortinarius callochrous
Cortinarius calojanthinus
Cortinarius calosporus
Cortinarius calyculatus
Cortinarius calyptophaeus
Cortinarius calyptratus
Cortinarius calyptrodermus
Cortinarius campbellae
Cortinarius campester
Cortinarius campestris
Cortinarius camphoratus
Cortinarius campinaranae
Cortinarius campoi
Cortinarius camptoros
Cortinarius canabarba
Cortinarius canaliculatus
Cortinarius canarius
Cortinarius candelariopsis
Cortinarius candicans
Cortinarius candidus
Cortinarius candolleanoides
Cortinarius canens
Cortinarius canescens
Cortinarius caninoides
Cortinarius caninus
Cortinarius canovestitus
Cortinarius caperatoides
Cortinarius caperatus
Cortinarius capillosus
Cortinarius capitellinus
Cortinarius capraginicolor
Cortinarius capsicosmus
Cortinarius caput-medusae
Cortinarius carabus
Cortinarius carbonellus
Cortinarius carbonipes
Cortinarius carcharias
Cortinarius cardinalis
Cortinarius carminipes
Cortinarius carneinatus
Cortinarius carneipallidus
Cortinarius carneoalbus
Cortinarius carneocrassus
Cortinarius carneolus
Cortinarius carneoroseus
Cortinarius carpinamicus
Cortinarius carranzae
Cortinarius cartagoensis
Cortinarius cartilagineus
Cortinarius caryotis
Cortinarius cascadensis
Cortinarius casimiri
Cortinarius castanearum
Cortinarius castaneiceps
Cortinarius castaneicolor
Cortinarius castanellus
Cortinarius castaneoduracinus
Cortinarius castaneofulvus
Cortinarius castaneoides
Cortinarius castaneolens
Cortinarius castaneopallens
Cortinarius castaneopallidus
Cortinarius castaneoruber
Cortinarius castaneus
Cortinarius castoreus
Cortinarius catalaunicus
Cortinarius catarracticus
Cortinarius catervatus
Cortinarius catharinae
Cortinarius catskillensis
Cortinarius cauquenensis
Cortinarius causticus
Cortinarius cavipes
Cortinarius cedretorum
Cortinarius cedriodor
Cortinarius cedriosmus
Cortinarius centrirufus
Cortinarius centroguttatus
Cortinarius cephalixoides
Cortinarius cephalixolargus
Cortinarius cephalixus
Cortinarius cepistipes
Cortinarius ceraceus
Cortinarius cereifolius
Cortinarius cervinicolor
Cortinarius cervinoporphyreus
Cortinarius cervinus
Cortinarius ceskarum
Cortinarius chailluzii
Cortinarius chalybeus
Cortinarius chamaeleon
Cortinarius chamaesalicis
Cortinarius chevassutii
Cortinarius chlorophanus
Cortinarius chlorophyllus
Cortinarius choloides
Cortinarius chromataphilus
Cortinarius chromobasis
Cortinarius chrysenteron
Cortinarius chrysma
Cortinarius chrysochalybdeus
Cortinarius chrysoconius
Cortinarius chrysolitus
Cortinarius chrysomallus
Cortinarius chrysophaeus
Cortinarius chrysophthalmus
Cortinarius chrysopocos
Cortinarius chusqueae
Cortinarius cicindela
Cortinarius cinctipes
Cortinarius cineraceus
Cortinarius cinereobrunneolus
Cortinarius cinereobrunneus
Cortinarius cinereoroseolus
Cortinarius cinereoviolaceus
Cortinarius cinereoviolascens
Cortinarius cinereus
Cortinarius cingulatus
Cortinarius cinnabarinus
Cortinarius cinnamofulvus
Cortinarius cinnamomeofulvus
Cortinarius cinnamomeoides
Cortinarius cinnamomeoluteus
Cortinarius cinnamomeus
Cortinarius cinnamophyllus
Cortinarius cinnamostriatulus
Cortinarius cinnamoviolaceus
Cortinarius circinans
Cortinarius circumvelatus
Cortinarius cisqhale
Cortinarius cisticola
Cortinarius cistoglaucopus
Cortinarius cistohelvelloides
Cortinarius cistophilus
Cortinarius cistopulchripes
Cortinarius cistovelatus
Cortinarius citocyaneus
Cortinarius citreisporus
Cortinarius citrinellus
Cortinarius citriniceps
Cortinarius citrinifolius
Cortinarius citrinipedes
Cortinarius citrino-olivaceus
Cortinarius citrinoflavus
Cortinarius citrinofulvescens
Cortinarius citrinolilacinus
Cortinarius citrinophyllus
Cortinarius citrinopigmentosus
Cortinarius citrinovirens
Cortinarius citrinus
Cortinarius citriolens
Cortinarius clandestinus
Cortinarius claricolor
Cortinarius clarobaltoides
Cortinarius clarobrunneus
Cortinarius claroflavus
Cortinarius claroplaniusculus
Cortinarius claroturmalis
Cortinarius clarus
Cortinarius claviceps
Cortinarius clavipes
Cortinarius clelandii
Cortinarius cliduchus
Cortinarius clintonianus
Cortinarius coalescens
Cortinarius coartatus
Cortinarius cobaltinus
Cortinarius coccineus
Cortinarius codinae
Cortinarius codonius
Cortinarius codonoides
Cortinarius coelopus
Cortinarius coeruleo-ochrascens
Cortinarius coeruleolutescens
Cortinarius coeruleopallescens
Cortinarius coigue
Cortinarius coleoptera
Cortinarius coleopus
Cortinarius collangustus
Cortinarius collariatus
Cortinarius collinitoides
Cortinarius collinitoparvus
Cortinarius collinitus
Cortinarius collocandoides
Cortinarius collybianus
Cortinarius collybioides
Cortinarius colombianus
Cortinarius coloratus
Cortinarius colossipes
Cortinarius colubripes
Cortinarius columbinus
Cortinarius colus
Cortinarius comarostaphylidis
Cortinarius comatus
Cortinarius compactus
Cortinarius compar
Cortinarius comparoides
Cortinarius compressus
Cortinarius comptulus
Cortinarius concolor
Cortinarius concrescens
Cortinarius coneae
Cortinarius confirmatus
Cortinarius confusus
Cortinarius congeminus
Cortinarius conglobatus
Cortinarius congruens
Cortinarius conico-obtusarum
Cortinarius conicocampanulatus
Cortinarius conicoides
Cortinarius conicosordescens
Cortinarius conicus
Cortinarius coniferarum
Cortinarius conioides
Cortinarius conocyboides
Cortinarius conopileus
Cortinarius conterminus
Cortinarius contractoides
Cortinarius contractus
Cortinarius contrarius
Cortinarius controversus
Cortinarius contui
Cortinarius contulmensis
Cortinarius conveniens
Cortinarius copakensis
Cortinarius coracis
Cortinarius cordipes
Cortinarius corium-caepicii
Cortinarius coronatus
Cortinarius corrosus
Cortinarius corrugatus
Cortinarius corrugis
Cortinarius corsico-amethystinus
Cortinarius cortinatus
Cortinarius coruscans
Cortinarius corvinus
Cortinarius corynecystis
Cortinarius cosmoxanthus
Cortinarius costaricensis
Cortinarius cotoneipes
Cortinarius cotoneus
Cortinarius cramesinus
Cortinarius crassifolius
Cortinarius crassisporus
Cortinarius crassogriseascens
Cortinarius crassoides
Cortinarius crassorum
Cortinarius crassus
Cortinarius cremeiamarescens
Cortinarius cremeoglobosus
Cortinarius cremeolina
Cortinarius cremeorufus
Cortinarius crenulatus
Cortinarius cretaceus
Cortinarius cretax
Cortinarius cribbiae
Cortinarius crispus
Cortinarius cristatosporus
Cortinarius croceicolor
Cortinarius croceobasalis
Cortinarius croceocingulatus
Cortinarius croceocoeruleus
Cortinarius croceocristallinus
Cortinarius croceofurfuraceus
Cortinarius croceolamellatus
Cortinarius croceolimbatus
Cortinarius croceolutescens
Cortinarius croceosimilis
Cortinarius croceus
Cortinarius cruentipellis
Cortinarius cruentiphyllus
Cortinarius cruentoides
Cortinarius cruentus
Cortinarius crustulatus
Cortinarius crustulinicolor
Cortinarius crustulinus
Cortinarius cryptus
Cortinarius crystallinus
Cortinarius crystallophorus
Cortinarius cucullatus
Cortinarius cucullifer
Cortinarius cucumeris
Cortinarius cucumis
Cortinarius cucumisporus
Cortinarius cumatilis
Cortinarius cunninghamii
Cortinarius cuphocyboides
Cortinarius cuphomorphus
Cortinarius cupreonatus
Cortinarius cupreorufus
Cortinarius cupreoviolaceus
Cortinarius cuprescens
Cortinarius curanilahuensis
Cortinarius cuspidatus
Cortinarius cuteclarus
Cortinarius cuteruptus
Cortinarius cyaneus
Cortinarius cyanites
Cortinarius cyanobasalis
Cortinarius cyanopus
Cortinarius cyanosterix
Cortinarius cyanoxanthus
Cortinarius cycneus
Cortinarius cylindratus
Cortinarius cylindripes
Cortinarius cylindrisporus
Cortinarius cylindrospermus
Cortinarius cypriacoides
Cortinarius cyprinus
Cortinarius cypripedi
Cortinarius cystidifer
Cortinarius cystidiobicolor
Cortinarius cystidiocatenatus
Cortinarius cystidiophorus
Cortinarius cystidiorapaceus
Cortinarius dactylichrous
Cortinarius dactylodermus
Cortinarius dalecarlicus
Cortinarius damascenoides
Cortinarius damascenus
Cortinarius danicus
Cortinarius danili
Cortinarius darwinii
Cortinarius daucodes
Cortinarius daulnoyae
Cortinarius davemallochii
Cortinarius davisii
Cortinarius debbieae
Cortinarius deceptivissimus
Cortinarius deceptivoides
Cortinarius deceptivus
Cortinarius decipiens
Cortinarius decipientoides
Cortinarius decolorus
Cortinarius decoratus
Cortinarius decurtatus
Cortinarius deflexus
Cortinarius deianae
Cortinarius delaportei
Cortinarius delibutus
Cortinarius delicatus
Cortinarius deminutus
Cortinarius denigratus
Cortinarius denseconnatus
Cortinarius depallens
Cortinarius depauperatus
Cortinarius depexus
Cortinarius depressus
Cortinarius derelictus
Cortinarius dermagnitus
Cortinarius deroleptus
Cortinarius detudis
Cortinarius diabolicoides
Cortinarius diabolicorigens
Cortinarius diabolicus
Cortinarius diagnitus
Cortinarius diasemospermus
Cortinarius dibaphoides
Cortinarius dibaphus
Cortinarius dichrous
Cortinarius dicolor
Cortinarius diemii
Cortinarius diffamatus
Cortinarius difficilis
Cortinarius difficillimus
Cortinarius diffractosuavis
Cortinarius dilutus
Cortinarius diobensis
Cortinarius dionysae
Cortinarius diosmoides
Cortinarius diosmus
Cortinarius dischroipes
Cortinarius discoideus
Cortinarius discophaeus
Cortinarius disjungendulus
Cortinarius disjungendus
Cortinarius dissensio
Cortinarius dissidens
Cortinarius dissimulans
Cortinarius distinctus
Cortinarius distortus
Cortinarius dolabratoides
Cortinarius dolosus
Cortinarius dombeyi
Cortinarius duboisensis
Cortinarius dulcamarus
Cortinarius dulciolens
Cortinarius dulciorum
Cortinarius dumetorum
Cortinarius dunensis
Cortinarius duracinellus
Cortinarius duracinobtusus
Cortinarius duramarus
Cortinarius durissimus
Cortinarius duristipes
Cortinarius duromarus
Cortinarius durus
Cortinarius dysodes
Cortinarius earinus
Cortinarius eartoxicus
Cortinarius eburneus
Cortinarius ectypus
Cortinarius effundens
Cortinarius egenus
Cortinarius egregius
Cortinarius elacatipus
Cortinarius elachus
Cortinarius elaiochrous
Cortinarius elaiops
Cortinarius elaiotus
Cortinarius elaphinicolor
Cortinarius elaphinus
Cortinarius elatior
Cortinarius elatostipitatus
Cortinarius elatus
Cortinarius eldoradoensis
Cortinarius elegans
Cortinarius elegantio-occidentalis
Cortinarius elegantiomontanus
Cortinarius elegantior
Cortinarius elegantissimus
Cortinarius elegantoides
Cortinarius elegantulus
Cortinarius eleonorae
Cortinarius eliae
Cortinarius elotoides
Cortinarius elytropus
Cortinarius emilii
Cortinarius emodensis
Cortinarius emollitoides
Cortinarius emollitus
Cortinarius emunctus
Cortinarius entheosus
Cortinarius epileucus
Cortinarius epiphaeus
Cortinarius epipoleus
Cortinarius epipurrus
Cortinarius equestriformis
Cortinarius erebius
Cortinarius errabundus
Cortinarius erraticus
Cortinarius erubescens
Cortinarius erugatus
Cortinarius erumpens
Cortinarius erythrinellus
Cortinarius erythrinus
Cortinarius erythrocephalus
Cortinarius erythrocitriolens
Cortinarius erythrofuscus
Cortinarius erythrojonipes
Cortinarius esculentus
Cortinarius eucaerulescens
Cortinarius eucaeruleus
Cortinarius euchrous
Cortinarius eucinnamomeus
Cortinarius eudilutus
Cortinarius eufulmineus
Cortinarius eulepistus
Cortinarius eumarginatus
Cortinarius euprasinus
Cortinarius europaeus
Cortinarius eustriatulus
Cortinarius eutactus
Cortinarius evanescens
Cortinarius everniiformis
Cortinarius evernius
Cortinarius evosmus
Cortinarius exaltatus
Cortinarius excruciatus
Cortinarius exilis
Cortinarius exitiosus
Cortinarius exlugubris
Cortinarius expallens
Cortinarius exsularis
Cortinarius fagetorum
Cortinarius fallaciosus
Cortinarius falsarius
Cortinarius falsosus
Cortinarius famatus
Cortinarius fascicularis
Cortinarius fascicularoides
Cortinarius fatuus
Cortinarius favrexilis
Cortinarius felleicolor
Cortinarius fennoscandicus
Cortinarius feretransitus
Cortinarius ferinsolitus
Cortinarius ferrugineifolius
Cortinarius ferrugineogriseus
Cortinarius ferrugineosordescens
Cortinarius ferrugineovelatus
Cortinarius ferruginosus
Cortinarius ferrusinus
Cortinarius fervidoides
Cortinarius fervidus
Cortinarius fervillei
Cortinarius fibroglaucescens
Cortinarius fibulatobtusus
Cortinarius fidelis
Cortinarius fillionii
Cortinarius fimbriatus
Cortinarius finitimus
Cortinarius fiordlandensis
Cortinarius fistularioides
Cortinarius fiveashianus
Cortinarius flabelliformis
Cortinarius flabelloides
Cortinarius flagellostriatus
Cortinarius flammeolus
Cortinarius flammuliformis
Cortinarius flammuloides
Cortinarius flavaurora
Cortinarius flavescens
Cortinarius flavescentipes
Cortinarius flavescentium
Cortinarius flavidolilacinus
Cortinarius flavidulus
Cortinarius flavifolius
Cortinarius flavipallens
Cortinarius flavivelatus
Cortinarius flavoalbus
Cortinarius flavoaurantians
Cortinarius flavobasilis
Cortinarius flavobulbus
Cortinarius flavoferrugineus
Cortinarius flavofucatus
Cortinarius flavopallidus
Cortinarius flavoperonatus
Cortinarius flavornatus
Cortinarius flavosquamosus
Cortinarius flavotomentosus
Cortinarius flavovelus
Cortinarius flavovirens
Cortinarius flavus
Cortinarius flexibilifolius
Cortinarius flexibilis
Cortinarius flexipes
Cortinarius floccopus
Cortinarius floridulus
Cortinarius flos-paludis
Cortinarius fluorescens
Cortinarius fluryi
Cortinarius foetens
Cortinarius foetenticolor
Cortinarius foligemmatus
Cortinarius fonsii
Cortinarius formosus
Cortinarius fragilipes
Cortinarius fragilis
Cortinarius fragilistipitatus
Cortinarius fragrans
Cortinarius fragrantior
Cortinarius fragrantissimus
Cortinarius francescae
Cortinarius franceschinii
Cortinarius franchii
Cortinarius fratellus
Cortinarius fraternus
Cortinarius fraudulosoconnatus
Cortinarius fraudulosoides
Cortinarius friesianus
Cortinarius frondosomultiformis
Cortinarius frondosophilus
Cortinarius fructuodorus
Cortinarius fucatus
Cortinarius fuegianus
Cortinarius fulgens
Cortinarius fulgentissimus
Cortinarius fulgidus
Cortinarius fulgoalbus
Cortinarius fulgorubeolus
Cortinarius fulguritans
Cortinarius fuligineofolius
Cortinarius fuligineoviolaceus
Cortinarius fuligineus
Cortinarius fulminans
Cortinarius fulminatus
Cortinarius fulmineus
Cortinarius fulminoides
Cortinarius fulvaster
Cortinarius fulvaurantius
Cortinarius fulvaureus
Cortinarius fulvescens
Cortinarius fulvescentoideus
Cortinarius fulvo-olivaceus
Cortinarius fulvoarcuatorum
Cortinarius fulvocitrinus
Cortinarius fulvoconicus
Cortinarius fulvoincarnatus
Cortinarius fulvoisabellinus
Cortinarius fulvoiubatus
Cortinarius fulvoleoninus
Cortinarius fulvonitens
Cortinarius fulvopaludosus
Cortinarius fulvoraphanoides
Cortinarius fulvorimosus
Cortinarius fulvorufus
Cortinarius fulvosquamosus
Cortinarius fulvostriatulus
Cortinarius fulvus
Cortinarius fumosifolius
Cortinarius furfuraceus
Cortinarius furfurellus
Cortinarius furiosus
Cortinarius furnaceus
Cortinarius furtimornatus
Cortinarius furvolaesus
Cortinarius furvoumbrinus
Cortinarius furvus
Cortinarius fuscescens
Cortinarius fuscidulopallens
Cortinarius fusco-olivaceus
Cortinarius fuscoalbus
Cortinarius fuscobovinaster
Cortinarius fuscobovinus
Cortinarius fuscodiscus
Cortinarius fuscoflexipes
Cortinarius fuscogracilescens
Cortinarius fuscoides
Cortinarius fuscomaculatus
Cortinarius fuscoruber
Cortinarius fuscosericeus
Cortinarius fuscotinctus
Cortinarius fuscoumbonatus
Cortinarius fuscoumbrinus
Cortinarius fuscovelatus
Cortinarius fuscoviolaceus
Cortinarius fuscoviolascens
Cortinarius fuscoviridis
Cortinarius fuscus
Cortinarius fusiclavus
Cortinarius fusipes
Cortinarius fusisemen
Cortinarius gaiacofuscus
Cortinarius galeacampanulatus
Cortinarius galeobdolon
Cortinarius galeriniformis
Cortinarius galerinoides
Cortinarius galeroides
Cortinarius gallairei
Cortinarius gallurae
Cortinarius gallurensis
Cortinarius gamundiae
Cortinarius garciae
Cortinarius gaudiosus
Cortinarius gausapatus
Cortinarius gayi
Cortinarius gemmeus
Cortinarius geniculatus
Cortinarius gentianeus
Cortinarius gentilis
Cortinarius gentilissimus
Cortinarius genuinus
Cortinarius geophilus
Cortinarius georgianae
Cortinarius georgiolens
Cortinarius geosmus
Cortinarius geraniolens
Cortinarius giacomoi
Cortinarius gigasporus
Cortinarius glabrellus
Cortinarius glabriceps
Cortinarius glacialis
Cortinarius glaphurus
Cortinarius glaucescens
Cortinarius glaucocephalus
Cortinarius glaucocyanopus
Cortinarius glaucopoides
Cortinarius glaucoprasinus
Cortinarius glaucopus
Cortinarius glaucovestitus
Cortinarius gliocyclus
Cortinarius globisporus
Cortinarius globuliformis
Cortinarius glutinopallens
Cortinarius glutinosus
Cortinarius gnirre
Cortinarius goniosporus
Cortinarius gracilipes
Cortinarius gracilis
Cortinarius gramineus
Cortinarius graminicola
Cortinarius grandisporus
Cortinarius granovarius
Cortinarius grantalius
Cortinarius gratus
Cortinarius gravis
Cortinarius gregis
Cortinarius grinlingii
Cortinarius griseascens
Cortinarius griseocarneus
Cortinarius griseocoeruleus
Cortinarius griseoflammeus
Cortinarius griseofuscescens
Cortinarius griseolavandulus
Cortinarius griseoluridus
Cortinarius griseophyllus
Cortinarius griseosulcatus
Cortinarius griseoviolaceus
Cortinarius griseovioleipes
Cortinarius griseus
Cortinarius grosmorneensis
Cortinarius gualalaensis
Cortinarius gurdus
Cortinarius guttatus
Cortinarius gymnocephalus
Cortinarius gymnopus
Cortinarius hadrocroceus
Cortinarius haematocheloides
Cortinarius hallowellensis
Cortinarius harrisii
Cortinarius harrisonii
Cortinarius hebelomoides
Cortinarius hebes
Cortinarius hedyaromaticus
Cortinarius helianthemorum
Cortinarius heliotropicus
Cortinarius helobius
Cortinarius helodes
Cortinarius helvelloides
Cortinarius helviodor
Cortinarius helvolus
Cortinarius hemitrichoides
Cortinarius hemitrichus
Cortinarius henricii
Cortinarius henryanus
Cortinarius herbarum
Cortinarius herculeolens
Cortinarius herculeus
